word,count
CONFIRMAR,6
NAZIREU,11
ABSTER,2
FERMENTADAS,1
VINAGRE,8
SUCO,2
UVA,2
PASSAS,10
CASCAS,2
"""DURANTE",3
TERMINE,3
SÍMBOLO,2
REPENTINAMENTE,12
RAPAR,4
RECONSAGRARÁ,1
COZIDO,2
TIRADOS,11
CUMPRIRÁ,12
"NAZIREU""",1
ABENÇOARÃO,1
RESPLANDECER,10
INVOCARÃO,3
"ABENÇOAREI""",1
ARMAR,3
CARROÇAS,7
CARROÇA,11
"""ACEITE",1
ENTREGUE-AS,1
EXIGIA,5
DEVERIAM,24
DEDICAÇÃO,22
"""CADA",7
"ALTAR""",3
PRATO,26
QUILO,19
ASPERSÕES,14
OITOCENTOS,22
PESADOS,22
OFERECIDOS,23
PESAVA,10
PESAVAM,5
OUVIA,11
ÁREA,27
"CANDELABRO""",1
DISPÔS,5
ESTIVESSEM,20
VOLTADAS,3
RAPEM,5
PURIFIQUEM,4
REUNIRÁ,8
IMPORÃO,2
IMPUSEREM,1
DISPONHA,2
DEDIQUEI,2
MINISTRARÃO,2
ATINJA,1
PURIFICARAM,4
AFASTAR-SE,8
TRABALHARÃO,4
AJUDAR,28
OFÍCIO,4
DESIGNARÁ,1
RESPONSABILIDADES,9
"LEVITAS""",2
CELEBREM-NA,1
"ORDENANÇAS""",1
CELEBRASSEM,1
PROCURARAM,13
"""NÓS",23
TORNAMOS,3
TERMOS,20
DEVERÍAMOS,5
IMPEDIDOS,4
"""ESPEREM",1
CELEBRÁ-LA,2
CELEBRAREM,2
QUEIRA,3
MESMAS,29
ACONTECIA,2
PERMANECIAM,6
CUMPRIAM,4
PERMANECIA,8
ANUNCIADAS,4
CORNETAS,25
REUNIR,15
TOCAREM,1
REUNIRÃO,6
ALERTA,7
ACAMPADAS,1
PARTIRÃO,3
OPRIMINDO,1
LEMBRARÁ,10
LIBERTARÁ,7
FESTIVOS,1
VIAJARAM,6
ETAPAS,3
COMANDAVA,9
CHEFIAVA,3
DESMONTADO,1
CARREGAVAM,15
CARREGANDO,8
CHEGASSEM,2
RETAGUARDA,9
DIVISÃO,24
PUNHAM,2
MARCHA,9
HOBABE,2
MIDIANITA,8
"""ESTAMOS",7
PARTINDO,10
VOCÊS’,13
TRATAREMOS,3
DEVEMOS,38
GUIA,5
PARTILHAREMOS,1
"DER""",2
DESCANSAREM,2
PARTIA,2
"""LEVANTA-TE",1
"ADVERSÁRIOS""",1
PARAVA,2
"""VOLTA",1
INCONTÁVEIS,9
QUEIXAR-SE,4
ACENDEU-SE,21
EXTINGUIU-SE,1
TABERÁ,2
GULA,3
LEMBRAMOS,3
PEPINOS,2
MELANCIAS,1
ALHOS,2
PORÓS,1
CEBOLAS,1
APETITE,10
VEMOS,11
RESINA,1
RECOLHENDO,4
MOÍA,1
MANUAL,1
SOCAVA-O,1
PILÃO,2
COZINHAVA,1
AMASSADO,1
CAÍA,3
QUEIXANDO,4
TROUXESTE,8
AGRADARES,2
COLOCASTE,1
CONCEBEU,3
PEDES,1
CARREGA,5
CONSEGUIREI,2
‘DÊ-NOS,1
MATA-ME,1
AGRADAS,3
"RUÍNA""",2
"""REÚNA",3
LEVE-OS,2
CONDUZIR,5
ASSUMIR,3
QUEIXARAM,4
‘AH,7
NOJO,5
SAÍMOS,5
"’ """,6
‘DAREI,2
HAVERIA,24
APANHADOS,6
"""ESTARÁ",1
LIMITADO,1
"NÃO""",2
PROFETIZARAM,11
ELDADE,1
MEDADE,2
LISTA,12
"""ELDADE",1
PROFETIZANDO,24
INTERFERIU,1
PROÍBA-OS,1
PUSESSE,6
ESPALHANDO-AS,2
RAIO,2
BARRIS,7
ESTENDERAM,11
SECAR,3
INGERISSEM,1
QUIBROTE-HATAAVÁ,5
ENTERRADOS,5
DOMINADOS,9
HAZEROTE,5
CRITICAR,3
CUXITA,6
"TRÊS""",1
PONDO-SE,6
REVELO,1
VISÕES,38
FALO,17
ENIGMAS,4
CASTIGUE,11
TOLAMENTE,1
COMETEMOS,3
FETO,2
ABORTADO,2
"DESTRUÍDO""",1
CURA-A,1
CUSPIDO,1
ENVERGONHADA,8
ISOLADA,2
ENVIE,9
RECONHECIMENTO,9
SAMUA,5
ZACUR,9
SAFATE,8
CALEBE,39
JEFONÉ,16
JIGEAL,1
OSÉIAS,17
PALTI,1
RAFU,1
GADIEL,1
SODI,1
GADI,3
SUSI,1
AMIEL,5
GEMALI,1
SETUR,1
MICAEL,10
NABI,1
VOFSI,1
GÜEL,1
MAQUI,1
OBSERVAREM,1
FRACO,20
HABITAM,23
FORTIFICADAS,36
FLORESTA,44
CORAJOSOS,15
OBSERVARAM,3
ZIM,10
REOBE,10
LEBO-HAMATE,12
AIMÃ,4
SESAI,3
TALMAI,6
ENAQUE,7
CONSTRUÍDA,14
ZOÃ,4
PENDIA,1
CACHO,6
CARREGARAM,3
COLHERAM,5
FIGOS,21
PRESTARAM,17
RELATÓRIO,16
MOSTRARAM,10
"""ENTRAMOS",2
"JORDÃO""",8
CALAR-SE,1
"""SUBAMOS",1
TOMEMOS,1
VENCEREMOS,2
NEGATIVO,3
FOMOS,42
ESTATURA,6
GIGANTES,1
PARECÍAMOS,1
"""ESCOLHEREMOS",1
VOLTAREMOS,3
OBSERVADO,2
PERCORREMOS,1
REBELDES,32
DEVORAREMOS,1
APEDREJÁ-LOS,2
CRER,23
OUVIRÃO,15
FALARÃO,8
ESTÁS,31
PAIRA,4
EXTERMINARES,1
MANIFESTE,3
GERAÇÃO’,1
TENS,30
"AGORA""",3
PERDOEI,3
ENCHE,12
DESOBEDECERAM,5
CHEGARÁ,14
INTEGRIDADE,24
VALES,37
MEIA-VOLTA,5
PARTAM,3
"VERMELHO""",2
ÍMPIA,7
QUEIXARÁ,1
MURMURADORES,1
‘JURO,12
SERIAM,26
DESFRUTAREM,1
CONSEQÜÊNCIA,4
EXPERIMENTARÃO,4
REJEIÇÃO,2
CORRESPONDERÁ,1
CONSPIROU,6
ENVIADOS,19
ESPALHAREM,1
SUBITAMENTE,5
SOBREVIVERAM,5
AMARGAMENTE,16
"""SUBIREMOS",1
"PECADO""",9
DESOBEDECENDO,5
SUCESSO,12
ENFRENTARÃO,2
DESAFIADORAMENTE,2
HORMÁ,9
RELATIVA,1
QUANTOS,16
PREPARAREM,3
PROCEDER,4
VALERÃO,1
VALERÁ,2
LEVO,1
PRIMÍCIAS,7
APRESENTEM-NO,1
PECAREM,4
PRESCRIÇÕES,5
INTENCIONAL,1
ENVOLVIDO,2
INVOLUNTÁRIO,2
INVOLUNTÁRIA,1
PERDOADA,5
NATO,1
DESAFIADORA,1
INSULTA,3
DESPREZADO,12
QUEBRADO,16
APEDREJOU,5
BORLAS,3
LEMBRARÃO,10
PROSTITUAM,1
INCLINAÇÕES,2
BISNETO,39
DATÃ,9
ABIRÃO,10
PELETE,5
INSURGIRAM,1
CONHECIDOS,9
CONCÍLIO,1
SEGUIDORES,19
"""PELA",3
MOSTRARÁ,11
INCENSARIOS,1
BASTA,14
REALIZAREM,2
ESTAREM,6
QUEIXEM,3
MATAR-NOS,1
PENSA,26
INDIGNOU-SE,7
ACEITES,1
PREJUDIQUEI,1
INCENSÁRIOS,10
"INCENSÁRIOS""",1
ACENDEU,10
"""AFASTEM-SE",3
ACABE,91
"IMEDIATAMENTE""",6
AFASTE,15
"ABIRÃO""",1
ÍMPIOS,216
AFASTARAM,8
EXPERIMENTAREM,1
NORMALMENTE,2
ENGOLIR,2
SHEOL,13
FENDEU-SE,1
FECHOU-SE,2
GRITOS,47
OFERECIAM,5
APANHE,12
RESTOS,5
FUMEGASTES,1
ESPALHE,6
PERDERAM,7
BATIDOS,2
LÂMINAS,1
REVESTIMENTO,4
CONSUMIDOS,7
QUEIMASSE,2
AJUNTOU,11
PROSTRARAM,5
"COMEÇOU""",1
COMEÇADO,6
CESSOU,8
SETECENTOS,15
"""PEÇA",3
ESCREVA,19
PRECISO,26
DEPOSITE-AS,1
FLORESCERÁ,4
CONSTANTE,16
DERAM-LHE,8
DEPOSITOU,1
REPRESENTAVA,1
PRODUZINDO,2
MADURAS,5
ADVERTÊNCIA,34
OFENSAS,12
COMETIDAS,2
EXERCÍCIO,4
UNIREM,5
MINISTRAREM,10
UNIRÃO,2
REFERE,4
MOVIDAS,1
APRESENTADAS,1
"""DOU",2
COMÊ-LOS,2
RESGATÁ-LOS,3
"DESCENDENTES""",5
RETRIBUIÇÃO,15
DEVER,14
TERIAM,17
TANQUE,31
PRENSAR,7
PRODUTO,8
EXIGÊNCIA,3
VERMELHA,6
CANGA,2
SACRIFICADA,4
ATIRARÁ,4
GUARDADAS,1
HUMANO,20
PURIFICAR-SE,2
CONTAMINA,8
MORRE,17
FECHADO,4
SOFRIDO,9
PURIFICÁ-LA,2
ASPERGIDA,1
ASPERGIR,2
"TARDE""",3
MORRÊSSEMOS,2
ÀQUELA,5
VERTERÁ,1
"BEBEREM""",2
"""ESCUTEM",3
JORROU,4
CONFIARAM,14
CONDUZIRÃO,1
"DOU""",2
VIVEMOS,16
MALTRATARAM,3
CLAMAMOS,4
DEIXA-NOS,2
DESVIAREMOS,3
ATRAVESSADO,10
"TERRITÓRIO""",2
TENTAREM,3
ATACAREMOS,4
"""IREMOS",1
BEBERMOS,2
PAGAREMOS,1
"MAIS""",3
"ATRAVESSAR""",2
DESVIOU-SE,5
HOR,11
"ALI""",6
PRANTEOU,3
ARADE,5
ATARIM,1
CAPTUROU,10
ENTREGARES,4
DESTRUIREMOS,1
"CIDADES""",2
CONTORNAREM,1
IMPACIENTE,3
DETESTAMOS,1
MISERÁVEL,3
VENENOSAS,3
MORDERAM,1
"""PECAMOS",3
FALAMOS,12
ORE,14
PEDINDO,19
POSTE,18
MORDIDO,2
"VIVERÁ""",4
OLHAVA,6
OBOTE,4
IJÉ-ABARIM,2
ZEREDE,2
ARNOM,25
ESTENDE,28
GUERRAS,16
VAEBE,1
SUFÁ,1
RAVINAS,6
ESTENDEM,3
"MOABE""",3
PROSSEGUIRAM,7
BEER,2
"ÁGUA""",6
CANTOU,8
"""BROTE",1
CANTEM,42
NOBRES,64
CETROS,1
"CAJADOS""",1
MATANÁ,2
NAALIEL,2
BAMOTE,2
PISGA,8
DEFRONTA,1
JESIMOM,5
SEOM,35
"""DEIXA-NOS",1
ENTRAREMOS,3
JAZA,7
TOMOU-LHE,2
JAZAR,14
OCUPOU,3
HESBOM,36
LUTADO,2
ANTIGO,14
POETAS,2
RECONSTRUÍDA,12
RESTAURADA,8
"""FOGO",2
CAMOS,8
FUGITIVOS,12
DERROTAMOS,6
DESTRUÍDA,35
DIBOM,9
ARRASAMOS,1
NOFÁ,1
"MEDEBA""",1
EXPULSARAM,15
BASÃ,58
OGUE,22
MARCHOU,12
ENFRENTÁ-LOS,5
EDREI,8
"HESBOM""",2
SOBREVIVENTE,14
CAMPINAS,11
JERICÓ,62
BALAQUE,40
ZIPOR,7
CAPIM,14
BALAÃO,65
PETOR,2
LANÇAR,14
DERROTÁ-LO,2
EXPULSÁ-LO,4
AMALDIÇOA,6
"AMALDIÇOADO""",2
ENCANTAMENTOS,4
MÁGICOS,1
COMUNICARAM,1
"""PASSEM",2
"""BALAQUE",2
‘UM,8
EXPULSÁ-LO’,1
"ACOMPANHE""",1
"""BALAÃO",1
"ACOMPANHAR-NOS""",1
IMPORTANTES,22
RECOMPENSAREI,2
GENEROSAMENTE,7
LANCE,4
"""MESMO",8
DESCOBRIREI,1
"DIZER-ME""",1
CHAMÁ-LO,14
JUMENTA,18
PÔS-SE,9
PROSSEGUIR,9
MONTADO,9
EMPUNHANDO,7
FOI-SE,1
FAZÊ-LA,4
ESTREITO,4
ENCOSTOU-SE,1
APERTANDO,1
BATER,12
MATARIA,4
"""NÃO""",8
INCLINOU-SE,16
DESAGRADA,3
AFASTASSE,3
"POUPADO""",1
PERCEBI,12
ESTAVAS,7
IMPEDIRES,1
MOABITA,11
URGENTEMENTE,1
RECOMPENSÁ-LO,2
"BOCA""",2
QUIRIATE-HUZOTE,1
BAMOTE-BAAL,2
"""CONSTRUA",2
"CARNEIROS""",2
RETIRO,1
REVELAR,8
"CONTAREI""",1
"""PREPAREI",1
OFERECI,3
"CARNEIRO""",1
DÊ-LHE,11
"MENSAGEM""",3
PRONUNCIOU,14
ORÁCULO,10
BUSCOU-ME,1
‘VENHA,7
AMALDIÇOE,7
MIM’,7
PRONUNCIE,1
AMEAÇAS,12
AMALDIÇOOU,7
AMEAÇAR,1
CUMES,4
ROCHOSOS,1
VEJO,19
AVISTO,2
CONSIDERA,14
CHAMEI,21
PÕE,24
ZOFIM,1
"ADIANTE""",2
ENCONTRANDO-SE,1
ESCUTE-ME,2
MINTA,2
ARREPENDA,2
PROMETE,5
DESGRAÇA,150
BRADO,9
ACLAMAÇÃO,2
MAGIA,7
ENCANTAMENTO,3
‘VEJAM,5
LEVANTA,20
LEVANTA-SE,2
DEVORE,2
"VÍTIMAS""",1
AGRADE,2
PEOR,4
"""EDIFIQUE-ME",1
AGRADAVA,3
RECORREU,1
"""PALAVRA",4
OUVE,94
CAI,28
PROSTRADO,12
CLAREZA,4
"""QUÃO",3
HABITAÇÕES,4
ESTENDEM-SE,2
JARDINS,10
MARGEIAM,1
ALOÉS,5
PLANTADOS,3
CEDROS,18
TRANSBORDARÃO,7
IRRIGADAS,1
AGAGUE,9
EXALTADO,35
DEVORAM,14
DESPEDAÇAM,4
ATRAVESSAM,4
ABAIXAM,2
DEITAM,3
OUSARÁ,2
DESPERTÁ-LOS,1
AMALDIÇOADOS,8
BATENDO,5
PALMAS,11
GENEROSA,3
"RECEBÊ-LA""",1
ADVERTI-LO,1
"FUTUROS""",1
ESTRELA,15
SURGIRÁ,7
LEVANTARÁ,38
ESMAGARÁ,6
FRONTES,1
CRÂNIO,5
DOMINADO,11
FORTALECERÁ,3
GOVERNO,11
DESTRUIRÁ,30
SOBREVIVENTES,31
"""AMALEQUE",1
"DESTRUIÇÃO""",5
SEGURA,20
NINHO,15
"PRISIONEIROS""",2
COSTA,3
SUBJUGARÃO,1
SITIM,4
ENTREGAR-SE,2
IMORALIDADE,27
SEXUAL,19
CONVIDAVAM,2
COMIA,6
PROSTRAVA,3
BAAL-PEOR,5
"""PRENDA",1
ENFORQUE-OS,1
"BAAL-PEOR""",1
CHORAVAM,3
LANÇA,57
"""FINÉIAS",1
DESVIOU,20
ZELO,34
CONSUMISSE,1
ZINRI,19
SALU,5
SIMEONITA,1
COSBI,2
ZUR,5
"""TRATEM",1
MATEM-NOS,3
ENGANARAM,4
ENVIEI,25
"PEOR""",1
ENOQUITA,1
PALUÍTA,1
HEZRONITA,2
CARMITA,1
43,1
730,2
NEMUEL,3
DESAPARECEU,9
NEMUELITA,1
JAMINITA,1
JAQUINITA,1
ZERAÍTA,2
SAULITA,1
ZEFONITA,1
HAGITA,1
SUNITA,1
OZNI,1
OZNITA,1
ERITA,1
ARODITA,1
ARELITA,1
SELANITA,1
PEREZITA,1
HAMULITA,1
76,1
TOLAÍTA,1
PUVITA,1
JASUBITA,1
SINRONITA,1
64,2
SEREDITA,1
ELONITA,1
JALEELITA,1
60,2
MAQUIRITA,1
GILEADITA,5
JEZERITA,2
HELEQUE,3
HELEQUITA,1
ASRIEL,3
ASRIELITA,1
SIQUEMITA,1
SEMIDA,3
SEMIDAÍTA,1
HÉFER,9
HEFERITA,1
ZELOFEADE,9
MAALÁ,5
NOA,4
HOGLA,4
TIRZA,18
52,3
SUTELA,4
SUTELAÍTA,1
BEQUERITA,1
TAÃ,2
TAANITA,1
ERÃ,1
ERANITA,1
BELAÍTA,1
ASBELITA,1
AIRÃ,1
AIRAMITA,1
SUFÃ,1
SUFAMITA,1
HUFÃ,1
HUFAMITA,1
ARDITA,1
NAAMANITA,1
SUÃ,1
SUAMITA,1
SUAMITAS,1
IMNAÍTA,1
ISVITA,1
BERIAÍTA,1
HEBERITA,1
MALQUIELITA,1
JAZEELITA,1
GUNITA,1
SILEMITA,1
601,1
REPARTIDA,2
DISTRIBUÍDA,2
SORTEIO,19
HERDARÁ,6
MAIORES,12
"MENORES""",1
GERSONITA,2
COATITA,2
MERARITA,3
LIBNITA,1
HEBRONITA,1
MALITA,1
MUSITA,1
COREÍTA,2
23,1
ÀQUELES,34
APROXIMARAM-SE,25
TRINETO,10
DÊ-NOS,3
TRANSFIRAM,1
DÊEM-NA,3
"CLÃ""",1
LEGAL,4
SERRA,14
ABARIM,5
VÊ-LA,8
REBELOU,7
BATALHAS,5
"PASTOR""",1
IMPONHA,1
COMISSIONE,1
DIRETRIZES,2
SEGUIRÃO,11
"BATALHA""",3
IMPÔS,17
COMISSIONOU,1
DIÁRIO,21
BATIDAS,1
INSTITUÍDO,1
ACOMPANHA,4
MENSAL,1
PREPAREM,35
"DEFEITO""",1
TROMBETAS,34
MENSAIS,1
DIÁRIOS,1
PRESCRITAS,2
DESIGNADAS,2
COMUNICOU,2
OBRIGAR,3
OBRIGAR-SE,2
COMPROMISSOS,6
VÁLIDOS,4
PROIBIR,3
VÁLIDO,8
LIVRARÁ,27
PROIBIU,3
PROFERIREM,2
PRECIPITADA,2
OBRIGA,3
ANULARÁ,2
ASSUMIDO,1
ANULAR,5
ANULOU,2
OBRIGUE,1
CONFIRMA,6
OBRIGAM,2
RELACIONAMENTO,2
"""VINGUE-SE",1
"""ARMEM",1
EXECUTAREM,4
ENVIEM,4
BATALHA,103
ARMADOS,33
MANDADOS,1
LUTARAM,15
EVI,2
REQUÉM,6
REBA,2
CAPTURARAM,5
QUEIMARAM,20
DESPOJOS,35
INCLUINDO,9
CENTENAS,4
"""FORAM",3
DEITARAM,1
POUPEM,5
TOCARAM,8
SOLDADOS,221
ESTANHO,4
RESISTA,1
PURIFICÁ-LAS,2
CAPTURADOS,6
DIVIDAM,5
GUERREIROS,78
PARTICIPARAM,3
TRIBUTO,21
ENTREGUEM-NO,3
ESCOLHAM,13
ENTREGUEM-NOS,1
TOMADAS,6
675,2
72,2
CABEÇAS,38
61,2
337,4
36,3
16,2
COMBATENTES,2
UNIDADES,2
"""SEUS",9
FALTANDO,4
APOSSOU,9
BRACELETES,4
SINETE,2
COLARES,5
PESOU,3
SOLDADO,16
LEMBRASSE,1
DONAS,1
"""ATAROTE",1
NINRA,1
ELEALE,5
SEBÃ,1
NEBO,13
BEOM,1
SUBJUGOU,6
"GADO""",1
COMPATRIOTAS,19
DESENCORAJAM,1
CADES-BARNÉIA,10
SUBIREM,4
EXAMINAREM,1
DESENCORAJARAM,2
‘COMO,12
EXCEÇÃO,6
QUENEZEU,3
CORAÇÃO’,1
ERRANTES,4
DESAGRADADO,1
PROCEDIMENTO,21
RAÇA,5
ACENDENDO,1
SEGUI-LO,9
ABANDONARÁ,8
"""GOSTARÍAMOS",4
CURRAIS,5
ARMAREMOS,1
ESTAREMOS,7
PROTEGER,5
RETORNAREMOS,1
LARES,5
RECEBEREMOS,2
ARMAREM,1
ATRAVESSAREM,10
EXPULSADO,14
SUBJUGADA,3
OBRIGAÇÃO,4
CERTOS,13
ESCAPARÃO,5
CONSTRUAM,9
"PROMETERAM""",1
ATRAVESSARÃO,5
ENTREGUEM-LHES,1
"CANAÃ""",1
ATRAVESSAREMOS,1
HERDAR,13
ATAROTE,3
AROER,16
ATAROTE-SOFÃ,1
JOGBEÁ,2
BETE-NINRA,2
BETE-HARÃ,1
RECONSTRUIU,20
QUIRIATAIM,6
BAAL-MEOM,3
MUDADOS,1
SIBMA,5
MAQUIRITAS,1
JAIR,12
CONQUISTOU,34
HAVOTE-JAIR,2
NOBA,3
QUENATE,2
JORNADAS,1
LIDERANÇA,4
REGISTROU,5
MARCHANDO,1
SEPULTAVAM,2
VIAJAREM,1
DOFCA,2
ALUS,2
RITMÁ,2
RIMOM-PEREZ,2
LIBNA,17
RISSA,2
QUEELATA,2
SÉFER,2
HARADA,2
MAQUELOTE,2
TAATE,6
MITCA,2
HASMONA,2
MOSEROTE,2
BENÊ-JAACÃ,2
HOR-GIDGADE,2
JOTBATÁ,3
ABRONA,2
EZIOM-GEBER,7
QUADRAGÉSIMO,3
ZALMONA,2
PUNOM,2
IJIM,1
DIBOM-GADE,2
ALMOM-DIBLATAIM,2
BETE-JESIMOTE,4
ABEL-SITIM,1
EXPULSEM,2
DESTRUAM,9
ESCULPIDAS,13
FUNDIDOS,4
DERRUBEM,4
APODEREM-SE,2
INSTALEM-SE,1
DISTRIBUAM,1
MENORES,9
DISTRIBUAM-NA,1
EXPULSAREM,3
PERMITIREM,1
FARPAS,1
PROBLEMAS,12
PLANEJO,3
SORTEADA,3
COMEÇARÁ,4
SUBIDA,11
ACRABIM,3
HAZAR-ADAR,1
AZMOM,2
JUNTANDO-SE,2
LITORAL,15
LINHA,18
ZEDADE,2
ZIFROM,1
TERMINARÁ,4
HAZAR-ENÃ,4
SEFÃ,2
RIBLA,11
AIM,5
ENCOSTAS,11
QUINERETE,7
"LADOS""",3
"""DISTRIBUAM",2
"SOL""",2
"""ESTES",9
DISTRIBUIR,3
DESIGNEM,4
"""CALEBE",1
SAMUEL,133
ELIDADE,1
QUISLOM,1
BUQUI,5
JOGLI,1
HANIEL,2
ÉFODE,1
SIFTÃ,1
ELIZAFÃ,1
PARNAQUE,1
PALTIEL,4
AZÃ,1
AIÚDE,2
SELOMI,1
PEDAEL,1
"NAFTALI""",1
DISTRIBUÍSSEM,2
DÊEM-LHES,2
MEÇAM,1
"""SEIS",1
REFÚGIO,73
POUCAS,6
"POUCAS""",1
VINGADOR,16
VÍTIMA,16
ACUSADO,11
ASSASSINATO,9
ASSASSINO,24
EMPURRAR,2
PREMEDITADAMENTE,1
DER-LHE,1
SOCO,1
PROVOCANDO,10
INIMIGA,4
PRETENDIA,7
FERI-LA,1
PROTEGERÁ,11
LEGAIS,1
DEPOIMENTO,10
PERMITINDO,5
RETORNE,3
DERRAMAMENTO,17
PROFANA,1
SUPONHAM,4
CASEM,5
TIRADA,14
ACRESCENTADA,4
INSTRUÍDO,11
CONTANTO,3
HERDARAM,1
CASARÁ,3
MANTER,16
"HERDOU""",1
PATERNOS,1
DITAS,3
ARABÁ,27
SUFE,1
TOFEL,1
LABÃ,1
DI-ZAABE,1
ASTEROTE,6
EXPOR,4
DISSE-NOS,1
MONTANHA,23
AVANCEM,4
SEFELÁ,18
LÍBANO,70
"""PONHO",1
ENTREM,11
LEVÁ-LOS,7
MULTIPLICAR,3
DISPUTAS,2
CRITERIOSOS,2
EXPERIENTES,7
CONVOQUEI,7
"""ATENDAM",1
PARCIAIS,3
ATENDAM,1
INTIMIDAR,5
VEREDICTO,7
CASOS,7
PARTIMOS,10
IMENSO,12
CHEGAMOS,13
"DESANIMEM""",1
"""MANDEMOS",1
INDIQUEM,1
SUBIREMOS,3
"IREMOS""",1
SUGESTÃO,2
PARECEU-ME,2
EXPLORARAM,1
RELATO,9
"BOA""",1
DESTRUIR-NOS,2
DESANIMARAM,1
"ENAQUINS""",1
APAVORADOS,16
PERCORRERAM,8
MOSTRAR-LHES,4
PISOU,5
"CORAÇÃO""",9
ENCORAJE-O,2
LEVADAS,8
DISTINGUEM,1
LUTAREMOS,1
PREPAROU-SE,2
ACHANDO,4
FÁCIL,10
REBELARAM-SE,5
PRESUNÇÃO,3
ABELHAS,4
ARRASARAM,3
CAMINHAMOS,2
PROVOQUEM,4
PAGARÃO,2
CUIDOU,6
FALTADO,1
PASSAMOS,9
LARGO,2
ELATE,7
PERTURBEM,2
"LÓ""",2
ANTIGAMENTE,7
ENAQUINS,9
CONSIDERADOS,17
EXTERMINARAM,3
LEVANTEM-SE,8
"ZEREDE""",1
ATRAVESSAMOS,3
PERECEU,1
ELIMINOU,6
PRESTES,18
ZANZUMINS,1
EXTERMINOU,8
AVEUS,3
VINDOS,11
CAFTOR,3
DESTRUÍRAM,24
COMECEM,5
OCUPAÇÃO,2
COMEÇAREI,2
INFUNDIR,1
"ANGUSTIADOS""",1
QUEDEMOTE,4
OFERECENDO,6
VENDERÁS,1
COMERMOS,5
CHEGAREI,1
ATRAVÉS,14
TORNOU-LHE,1
ENDURECEU-LHE,1
ENTREGÁ-LO,8
ENTREGANDO,7
COMECE,4
ENTREGOU-O,4
CONQUISTAMOS,6
DESTRUÍMOS,4
TOMAMOS,5
ENTREGOU-NOS,1
SUBIMOS,2
ATACOU-NOS,1
DEI-LHE,10
TOMÁSSEMOS,1
ARGOBE,5
TRANCAS,20
HAVÍAMOS,1
DESTRUINDO,5
ESPÓLIO,3
HERMOM,14
SIDÔNIOS,13
CHAMAM,15
SIRIOM,2
SENIR,4
PLANALTO,10
SALCÁ,4
RABÁ,14
DEI-O,2
GESURITAS,5
MAACATITAS,3
PASSAVA,18
MARCHAR,4
RETORNAR,9
REINOS,62
IMPLOREI,1
COMEÇASTE,2
GRANDEZA,26
OBRAS,126
DEIXA-ME,10
SUPLICO,8
BELA,14
"""BASTA""",1
SUBA,7
ATRAVESSARÁ,12
FORTALEÇA-O,1
REPARTIRÁ,2
"VERÁ""",1
FICAMOS,11
BETE-PEOR,4
ENSINANDO,16
RETIREM,2
FIÉIS,43
ENSINEI,3
CUMPRIDOS,2
OBEDECER-LHES,2
CUMPRI-LOS,3
SABEDORIA,224
"INTELIGENTE""",1
INVOCAMOS,1
ESQUEÇAM,12
CONSERVEM-NAS,1
MEMÓRIA,9
CONTEM-NAS,1
APRENDAM,12
VIVEREM,14
ENSINEM,5
ARDIA,3
ESCREVEU-OS,1
CUMPRISSEM,8
ENSINAR-LHES,4
CORROMPAM,1
VOA,4
PEIXE,17
ERGUEREM,1
CELESTES,16
DESVIEM,7
PROSTREM,2
ÀQUILO,3
DISTRIBUIU,3
ATRAVESSARIA,1
ENTRARIA,2
ATRAVESSAREI,1
CORROMPEREM,1
REPROVA,56
INVOCO,3
RESTARÃO,2
HUMANAS,21
PROCURARÃO,11
PROCURAREM,3
ALMA,105
ESQUECERÁ,5
PERGUNTEM,11
EXISTIREM,6
PARECIDO,5
CONTINUA,18
DECIDIU,18
PERTENCER,3
PROVAS,9
LUTAS,3
TEMÍVEIS,11
GRANDIOSOS,1
SOUBESSEM,8
OUVISSEM,3
DISCIPLINÁ-LOS,1
MOSTROU-LHES,5
VINDAS,5
POSSUIR,5
RECONHEÇAM,6
PREMEDITAÇÃO,2
BEZER,5
RAMOTE,8
GOLÃ,4
PROMULGOU,2
FRONTEIRO,1
SIOM,2
INCLUÍA,8
ANUNCIANDO,6
APRENDAM-NOS,1
DECLARAR-LHES,1
"""GUARDARÁS",1
GUARDES,1
DESEJARÁS,1
MOSTROU-NOS,1
MAJESTADE,42
OUVIMOS,29
CONSUMIRÁ,24
CONTINUARMOS,2
APROXIME-SE,1
RELATARÁ,1
"OBEDECEREMOS""",2
TEMER-ME,1
IRIA,23
ANUNCIAREI,3
ENSINARÁ,6
PROLONGUEM,1
ENSINASSE,3
TEMERÃO,10
ENSINE-AS,1
PERSISTÊNCIA,1
CONVERSE,1
AMARRE-AS,1
ESCREVA-AS,1
BATENTES,23
PORTÕES,3
CONDUZIRÁ,6
PRODUZIRAM,2
CISTERNAS,9
OLIVEIRAS,26
PLANTARAM,2
ACENDERÁ,8
BANIRÁ,1
CUIDADOSAMENTE,12
EXPULSANDO,7
RESPONDERÃO,10
GRANDIOSAS,12
OBEDECÊSSEMOS,1
TEMÊSSEMOS,1
FÔSSEMOS,6
SUCEDIDOS,4
PRESERVADOS,1
APLICARMOS,1
"JUSTIÇA""",10
DESTRUIRÃO,13
DESVIARIAM,1
SEGUIR-ME,3
TRATARÃO,4
AFEIÇOOU,2
RETRIBUIRÁ,7
DEMORA,12
CUMPRIREM,5
AMARÁ,6
INFLIGIRÁ,5
ATINGIRAM,5
"""ESSAS",2
TEMEM,41
ESCONDERAM,10
TEMÍVEL,17
